id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V0068,Chile,21,M,Amazonas,Lima,2025-05-01,1,4956,
V0069,Argentina,35,M,Machu Picchu,Puno,2025-11-09,2,4363,
V0070,Brasil,19,F,Chan Chan,Lima,2025-07-04,9,1219,Avión
V0071,Ecuador,51,M,Chan Chan,Cusco,2025-04-18,2,2795,
V0072,España,54,M,Líneas de Nazca,La Libertad,2025-08-09,6,4791,Avión
V0073,Perú,37,F,Machu Picchu,Lima,2025-02-04,9,4891,
V0074,Brasil,44,F,Chan Chan,Puno,2025-10-11,10,2978,Tren
V0075,Francia,40,F,Líneas de Nazca,La Libertad,2025-10-12,2,4456,Avión
V0076,Ecuador,38,F,Caral,La Libertad,2025-03-18,10,3733,Bus
V0077,Francia,39,F,Caral,Loreto,2025-02-10,8,1708,Bus
V0078,Ecuador,52,M,Chan Chan,La Libertad,2025-07-26,6,4447,Avión
V0079,Brasil,69,F,Lago Titicaca,Cusco,2025-02-23,9,445,Auto
V0080,Brasil,65,F,Cajamarca,La Libertad,2025-01-10,10,2421,Avión
V0081,España,55,M,Machu Picchu,Loreto,2025-10-21,4,364,Avión
V0082,Perú,24,F,Lago Titicaca,Cajamarca,2025-12-18,4,772,Bus
V0083,Brasil,27,F,Amazonas,Ica,2025-12-22,7,1065,Avión
V0084,Brasil,48,M,Caral,Cajamarca,2025-09-22,5,4166,
V0085,Ecuador,53,F,Lago Titicaca,La Libertad,2025-10-13,3,2625,Bus
V0086,Ecuador,62,F,Líneas de Nazca,Cajamarca,2025-01-02,6,3453,Avión
V0087,EEUU,34,M,Caral,Ica,2025-05-12,5,1679,Tren
V0088,Perú,56,F,Lago Titicaca,Puno,2025-11-26,10,3266,Auto
V0089,España,26,F,Líneas de Nazca,Loreto,2025-11-18,1,4349,
V0090,Colombia,60,M,Caral,Puno,2025-05-09,3,631,Avión
V0091,Ecuador,37,F,Machu Picchu,Puno,2025-04-27,4,4068,
V0092,Perú,32,F,Caral,Lima,2025-07-06,7,2915,Auto
V0093,Brasil,25,F,Machu Picchu,Loreto,2025-11-08,7,2453,Avión
V0094,Perú,40,M,Lago Titicaca,Cusco,2025-02-23,6,314,Auto
V0095,EEUU,63,M,Caral,Ica,2025-11-06,8,3045,
V0096,Chile,47,F,Chan Chan,Puno,2025-11-27,3,2604,Avión
V0097,EEUU,48,F,Chan Chan,La Libertad,2025-10-24,8,318,Avión
V0098,Argentina,20,F,Chan Chan,La Libertad,2025-12-13,9,434,Auto
V0099,Ecuador,20,F,,Cajamarca,2025-11-06,3,502,Tren
V0100,Ecuador,41,M,Machu Picchu,Ica,2025-03-27,3,2850,Avión
V0101,Chile,38,M,Amazonas,Cajamarca,2025-07-07,2,2576,Bus
V0102,EEUU,18,M,Líneas de Nazca,Cusco,2025-06-19,6,4871,
V0103,Colombia,59,F,Caral,Ica,2025-12-08,2,751,Auto
V0104,Brasil,19,M,Líneas de Nazca,Lima,2025-08-02,6,4747,Tren
V0105,Colombia,56,F,Cajamarca,Cusco,2025-04-27,5,1127,Tren
V0106,Brasil,47,M,Machu Picchu,Cajamarca,2025-12-21,10,2082,Tren
V0107,EEUU,35,M,Chan Chan,Loreto,2025-08-07,1,533,Avión
V0108,Francia,51,M,Caral,La Libertad,2025-02-22,6,1997,Tren
V0109,Francia,65,F,Líneas de Nazca,Cusco,2025-05-02,7,317,Bus
V0110,Ecuador,44,M,Machu Picchu,Loreto,2025-10-05,5,3794,
V0111,EEUU,33,M,Machu Picchu,Ica,2025-01-12,5,1291,
V0112,Colombia,66,F,Chan Chan,Loreto,2025-03-05,4,931,
V0113,Brasil,22,M,Amazonas,Lima,2025-06-12,8,3098,Avión
V0114,Perú,59,F,Líneas de Nazca,Loreto,2025-08-27,9,4488,Tren
V0115,Chile,39,F,Caral,Lima,2025-12-23,5,3992,Tren
V0116,Francia,68,M,Lago Titicaca,Cajamarca,2025-03-23,7,1765,Avión
V0117,Argentina,57,F,Amazonas,La Libertad,2025-03-14,10,1043,Auto
V0118,Colombia,62,F,Machu Picchu,Loreto,2025-10-23,7,2068,Bus
V0119,Ecuador,49,F,Chan Chan,La Libertad,2025-04-10,8,4648,Bus
V0120,Brasil,26,F,Cajamarca,Cajamarca,2025-12-12,6,1813,Auto
V0121,Ecuador,60,F,Chan Chan,Puno,2025-08-12,10,1072,
V0122,Francia,68,M,Chan Chan,Puno,2025-09-16,4,2957,Bus
V0123,España,56,F,Líneas de Nazca,Cusco,2025-01-26,9,4040,
V0124,Chile,48,F,Lago Titicaca,Loreto,2025-12-19,10,4986,Tren
V0125,Brasil,57,M,Machu Picchu,Ica,2025-04-27,2,2097,Bus
V0126,Ecuador,62,M,Caral,Cusco,2025-12-04,8,1637,Tren
V0127,Ecuador,65,F,Lago Titicaca,Lima,2025-11-19,6,3139,Auto
V0128,Ecuador,46,M,Cajamarca,Puno,2025-02-27,4,3582,Avión
V0129,Brasil,53,M,Machu Picchu,Ica,2025-10-26,6,4579,
V0130,Perú,48,F,Amazonas,Lima,2025-06-27,3,2390,Tren
V0131,EEUU,31,M,Líneas de Nazca,Lima,2025-05-28,2,2647,Bus
V0132,Perú,24,F,Cajamarca,La Libertad,2025-05-14,3,1935,Tren
V0133,EEUU,18,M,Líneas de Nazca,Lima,2025-05-24,3,2628,
V0134,Brasil,25,F,Chan Chan,Ica,2025-03-12,1,3737,Auto
V0135,Brasil,22,M,Chan Chan,Cusco,2025-04-02,8,470,Tren
V0136,Chile,61,M,Cajamarca,Cajamarca,2025-12-26,4,1197,
V0137,Perú,20,F,Machu Picchu,Cajamarca,2025-02-06,5,706,Bus
V0138,España,32,M,Cajamarca,Loreto,2025-03-19,3,4783,
V0139,Perú,61,M,Caral,Loreto,2025-02-08,7,451,Tren
V0140,Colombia,47,F,Chan Chan,La Libertad,2025-10-06,5,3303,Avión
V0141,Perú,21,F,Lago Titicaca,Cajamarca,2025-02-16,10,4603,Avión
V0142,Brasil,36,M,Machu Picchu,Lima,2025-01-17,7,2840,Avión
V0143,Ecuador,60,F,Cajamarca,Lima,2025-12-11,10,2223,Avión
V0144,Francia,24,F,Cajamarca,Cajamarca,2025-02-06,9,3758,Auto
V0145,Brasil,68,F,Cajamarca,Puno,2025-04-28,3,691,
V0146,Francia,38,F,Lago Titicaca,Cusco,2025-09-16,5,1227,Avión
V0147,España,35,M,Lago Titicaca,Cusco,2025-09-15,10,2720,Bus
V0148,Colombia,32,F,Chan Chan,Cajamarca,2025-10-13,7,2622,Avión
V0149,Perú,26,F,Líneas de Nazca,Loreto,2025-02-02,1,3007,Bus
V0150,EEUU,22,F,Chan Chan,Lima,2025-07-01,2,345,Avión
V0151,Chile,29,F,Lago Titicaca,Puno,2025-04-15,6,1243,
V0152,Perú,69,F,Cajamarca,La Libertad,2025-05-11,6,3167,Tren
V0153,Ecuador,65,M,Cajamarca,Lima,2025-04-28,6,2943,Auto
V0154,España,62,M,Machu Picchu,Loreto,2025-05-23,6,4895,Bus
V0155,EEUU,60,M,Cajamarca,Cusco,2025-08-14,6,450,Tren
V0156,Brasil,69,F,Cajamarca,La Libertad,2025-09-06,5,2559,Bus
V0157,España,59,M,Líneas de Nazca,Lima,2025-11-18,9,3305,Tren
V0158,Chile,61,M,Caral,Loreto,2025-09-04,2,4348,Avión
V0159,Chile,52,M,Amazonas,La Libertad,2025-09-15,10,4216,Bus
V0160,España,32,F,Machu Picchu,La Libertad,2025-08-01,4,2112,Bus
V0161,Colombia,28,M,Lago Titicaca,Lima,2025-01-14,1,3584,Auto
V0162,Chile,31,F,Machu Picchu,Loreto,2025-02-08,1,1764,Avión
V0163,Argentina,58,M,Líneas de Nazca,La Libertad,2025-03-18,7,2525,Bus
V0164,España,42,M,Amazonas,Cusco,2025-07-19,2,1372,Avión
V0165,EEUU,22,F,Amazonas,Lima,2025-10-20,10,3552,
V0166,Ecuador,62,M,Cajamarca,Ica,2025-07-16,3,1019,Bus
V0167,España,37,M,Machu Picchu,Lima,2025-04-01,8,3650,Bus
V0168,Ecuador,67,M,Lago Titicaca,Cajamarca,2025-03-08,9,4165,Tren
V0169,Colombia,62,M,Líneas de Nazca,Lima,2025-06-05,10,4971,Tren
V0170,Ecuador,34,M,Líneas de Nazca,Ica,2025-04-28,8,2003,Auto
V0171,Francia,37,M,,Lima,2025-10-09,4,4585,
V0172,Francia,48,F,Cajamarca,La Libertad,2025-12-03,5,382,Auto
V0173,Colombia,54,M,Líneas de Nazca,Ica,2025-06-24,5,1648,Bus
V0174,EEUU,30,M,Chan Chan,Cusco,2025-12-20,6,466,Bus
V0175,Ecuador,62,F,Líneas de Nazca,Ica,2025-12-13,5,4069,Auto
V0176,España,65,F,Machu Picchu,Lima,2025-10-02,4,423,Bus
V0177,Argentina,21,M,Amazonas,Cusco,2025-08-24,5,936,Bus
V0178,EEUU,48,F,Lago Titicaca,Cajamarca,2025-01-14,3,2944,Auto
V0179,Perú,51,F,Amazonas,Cusco,2025-01-07,10,4354,
V0180,Francia,23,M,Machu Picchu,Cajamarca,2025-07-04,3,2286,Tren
V0181,Francia,39,M,Machu Picchu,Loreto,2025-11-19,3,4079,Tren
V0182,Argentina,50,M,Líneas de Nazca,Cusco,2025-08-12,1,4208,Auto
V0183,EEUU,64,M,Machu Picchu,La Libertad,2025-02-07,4,1747,Avión
V0184,Brasil,64,F,Lago Titicaca,Puno,2025-02-21,7,2182,Tren
V0185,España,56,M,Caral,Cusco,2025-07-20,4,3107,Bus
V0186,Perú,32,F,Cajamarca,La Libertad,2025-04-24,4,3194,Avión
V0187,España,63,M,Amazonas,Puno,2025-02-20,8,4065,
V0188,Perú,69,M,Chan Chan,Ica,2025-07-07,8,1403,Tren
V0189,Colombia,48,M,Cajamarca,Puno,2025-05-11,2,3301,Auto
V0190,Colombia,57,F,Cajamarca,Loreto,2025-01-15,9,4903,Avión
V0191,Colombia,29,M,Líneas de Nazca,Puno,2025-02-10,3,919,Tren
V0192,España,64,F,Cajamarca,Puno,2025-10-03,7,2008,Tren
V0193,Argentina,62,M,Lago Titicaca,La Libertad,2025-06-13,4,3145,Avión
V0194,Argentina,61,F,Líneas de Nazca,La Libertad,2025-06-16,6,1872,Avión
V0195,EEUU,43,M,Chan Chan,Lima,2025-10-21,7,2209,Tren
V0196,Ecuador,62,F,Caral,Cusco,2025-01-24,3,1956,Tren
V0197,Francia,52,F,Caral,Puno,2025-01-11,10,1193,
V0198,Brasil,55,M,Amazonas,Ica,2025-07-16,1,4398,Avión
V0199,Perú,35,F,,Lima,2025-02-20,7,636,Auto
V0200,Perú,69,M,Machu Picchu,Puno,2025-09-27,3,4167,
V0201,Chile,34,F,Líneas de Nazca,Loreto,2025-05-02,8,3625,
V0202,Perú,60,M,Caral,Lima,2025-04-28,1,2219,Auto
V0203,Colombia,63,M,Amazonas,Puno,2025-06-20,10,2993,
V0204,Brasil,55,F,Chan Chan,Puno,2025-05-19,1,407,Avión
V0205,Chile,32,M,Chan Chan,Cusco,2025-03-20,8,1702,Avión
V0206,Ecuador,28,M,Cajamarca,Lima,2025-02-27,2,672,Auto
V0207,España,70,F,Amazonas,Loreto,2025-10-23,5,3633,Bus
V0208,España,38,F,Chan Chan,Loreto,2025-05-07,6,4497,Bus
V0209,Colombia,37,F,Amazonas,Loreto,2025-06-19,8,1396,Auto
V0210,Francia,66,F,Lago Titicaca,Puno,2025-05-01,7,4373,Bus
V0211,Perú,45,M,Amazonas,Cajamarca,2025-04-23,2,4656,Avión
V0212,Colombia,52,F,Cajamarca,Lima,2025-02-20,2,1257,Auto
V0213,España,44,F,Caral,Cusco,2025-11-13,8,3470,Tren
V0214,Ecuador,46,M,Lago Titicaca,Cajamarca,2025-12-04,1,2717,Bus
V0215,EEUU,43,F,Amazonas,Cajamarca,2025-03-16,4,3457,
V0216,Argentina,33,M,Machu Picchu,Lima,2025-07-15,1,4841,Bus
V0217,Perú,65,M,Chan Chan,Lima,2025-08-15,10,3535,Bus
V0218,Argentina,67,M,Cajamarca,Cajamarca,2025-02-26,1,3359,Tren
V0219,Colombia,36,F,Cajamarca,Puno,2025-04-15,2,2144,Tren
V0220,Chile,28,F,Amazonas,La Libertad,2025-08-22,7,2269,
V0221,Perú,40,F,Líneas de Nazca,Cajamarca,2025-05-15,7,3281,Bus
V0222,España,39,F,Lago Titicaca,Cusco,2025-10-04,3,2531,Auto
V0223,Argentina,65,M,Líneas de Nazca,Lima,2025-06-20,9,891,Avión
V0224,Chile,51,M,Machu Picchu,Puno,2025-01-14,4,2998,
V0225,Argentina,54,M,Amazonas,La Libertad,2025-10-10,9,3411,Tren
V0226,España,49,F,Caral,Loreto,2025-07-14,4,3379,Bus
V0227,Argentina,46,F,Machu Picchu,Lima,2025-03-22,1,583,Avión
V0228,España,69,M,Cajamarca,Cajamarca,2025-09-17,10,1934,Bus
V0229,Brasil,49,F,Líneas de Nazca,Ica,2025-10-08,6,1982,
V0230,Francia,37,F,Cajamarca,Cusco,2025-06-20,9,1255,Tren
V0231,Brasil,44,F,Cajamarca,Ica,2025-03-17,5,2082,Tren
V0232,Chile,66,M,Amazonas,Cusco,2025-01-13,3,4081,Bus
V0233,Perú,59,F,Machu Picchu,La Libertad,2025-11-09,7,720,Bus
V0234,Francia,45,F,Líneas de Nazca,Cusco,2025-12-22,5,2679,
V0235,Colombia,38,F,Lago Titicaca,Loreto,2025-02-09,7,731,
V0236,Francia,60,F,Amazonas,Loreto,2025-09-17,6,3786,Avión
V0237,Perú,64,M,Lago Titicaca,Ica,2025-10-26,4,4759,Avión
V0238,Francia,55,F,Machu Picchu,Ica,2025-11-05,6,4345,
V0239,Ecuador,35,F,Caral,La Libertad,2025-02-13,9,3773,Bus
V0240,Ecuador,54,F,Líneas de Nazca,La Libertad,2025-07-12,3,1886,
V0241,Francia,23,M,Cajamarca,Loreto,2025-01-13,6,4056,Avión
V0242,Francia,51,F,Lago Titicaca,Cusco,2025-12-20,9,3735,Tren
V0243,Colombia,23,F,Caral,Cajamarca,2025-08-09,7,3462,Avión
V0244,España,51,F,Machu Picchu,Cajamarca,2025-06-09,3,4278,Avión
V0245,Argentina,61,M,Machu Picchu,Cajamarca,2025-05-08,6,1865,Tren
V0246,España,47,M,Chan Chan,Cusco,2025-05-05,2,956,Tren
V0247,Perú,67,F,Caral,Ica,2025-03-17,10,3991,Tren
V0248,Argentina,42,M,Chan Chan,La Libertad,2025-06-07,9,4301,Bus
V0249,Chile,67,F,Lago Titicaca,La Libertad,2025-12-23,10,4710,Tren
V0250,Argentina,38,M,Machu Picchu,Cusco,2025-03-02,1,2964,Auto
V0251,España,34,M,Chan Chan,Puno,2025-05-23,4,4944,Bus
V0252,Argentina,68,M,Machu Picchu,La Libertad,2025-02-05,1,4138,Auto
V0253,Brasil,36,F,Líneas de Nazca,Lima,2025-10-14,3,1947,Bus
V0254,Argentina,34,M,Lago Titicaca,Puno,2025-01-27,6,1885,Tren
V0255,España,68,F,Líneas de Nazca,Ica,2025-04-14,9,561,Auto
V0256,Perú,37,M,Amazonas,Cusco,2025-08-01,3,2552,
V0257,Colombia,53,F,Lago Titicaca,Cusco,2025-03-21,2,592,Auto
V0258,Brasil,46,F,Cajamarca,Loreto,2025-12-14,2,1763,Avión
V0259,Chile,22,F,Chan Chan,Cajamarca,2025-12-03,3,2780,Bus
V0260,EEUU,41,F,Líneas de Nazca,Cusco,2025-12-06,7,827,
V0261,España,68,M,Lago Titicaca,Loreto,2025-11-25,9,2520,Bus
V0262,Chile,69,F,Machu Picchu,Cajamarca,2025-06-17,8,4026,Tren
V0263,Argentina,18,F,Chan Chan,Cajamarca,2025-10-02,7,2034,Bus
V0264,España,26,F,Chan Chan,Lima,2025-04-12,6,1103,Auto
V0265,EEUU,65,M,Lago Titicaca,Lima,2025-09-23,3,4931,
V0266,Brasil,39,F,Lago Titicaca,Ica,2025-01-19,4,4451,Bus
V0267,Argentina,20,M,Amazonas,Cajamarca,2025-03-06,2,3294,Auto
V0268,España,70,F,Cajamarca,Ica,2025-06-08,10,1789,Avión
V0269,Chile,39,M,Amazonas,Lima,2025-06-11,5,4547,
V0270,Chile,30,M,Lago Titicaca,Puno,2025-05-08,10,4349,Auto
V0271,Ecuador,21,F,Lago Titicaca,La Libertad,2025-08-16,5,2528,Bus
V0272,Chile,42,M,Líneas de Nazca,Loreto,2025-06-15,3,2668,Bus
V0273,Francia,64,F,Caral,Loreto,2025-03-23,9,4639,
V0274,Chile,39,F,Cajamarca,Puno,2025-07-23,10,464,Avión
V0275,Colombia,70,F,Líneas de Nazca,Cajamarca,2025-06-21,7,3589,Tren
V0276,Chile,28,M,Lago Titicaca,Cusco,2025-07-20,9,407,Auto
V0277,Perú,68,F,Chan Chan,Puno,2025-07-17,6,1674,Tren
V0278,Ecuador,56,F,Amazonas,Cusco,2025-08-27,7,1760,Tren
V0279,Argentina,23,M,Caral,Lima,2025-11-26,6,1090,Auto
V0280,Brasil,45,F,Chan Chan,Puno,2025-03-05,10,4328,
V0281,EEUU,50,F,Lago Titicaca,Cusco,2025-02-20,10,4507,Avión
V0282,España,54,F,Caral,Loreto,2025-06-28,4,2605,Avión
V0283,EEUU,70,M,Machu Picchu,Loreto,2025-08-24,6,3564,Avión
V0284,EEUU,68,M,Chan Chan,La Libertad,2025-01-08,1,4507,Tren
V0285,Perú,60,M,Amazonas,Ica,2025-11-04,10,3959,Avión
V0286,Chile,44,M,Lago Titicaca,Cajamarca,2025-03-03,10,4228,Bus
V0287,España,37,M,Machu Picchu,La Libertad,2025-07-15,5,3759,Avión
V0288,Colombia,43,M,Caral,Lima,2025-07-02,1,1531,Auto
V0289,Ecuador,39,F,Amazonas,Puno,2025-12-12,6,778,Bus
V0290,Chile,69,M,Caral,Cajamarca,2025-02-13,8,4042,Bus
V0291,Perú,28,M,Machu Picchu,Lima,2025-05-26,10,1856,Auto
V0292,Francia,42,F,Lago Titicaca,Loreto,2025-07-06,5,1989,Tren
V0293,Argentina,20,F,Líneas de Nazca,Puno,2025-06-07,7,4610,
V0294,Perú,44,F,Cajamarca,Ica,2025-11-19,1,1162,Auto
V0295,Colombia,34,M,Líneas de Nazca,Lima,2025-03-01,5,1775,
V0296,Ecuador,45,M,Líneas de Nazca,Lima,2025-10-17,6,4464,Bus
V0297,EEUU,26,F,Machu Picchu,Puno,2025-08-03,1,4611,Bus
V0298,Argentina,58,F,Cajamarca,Lima,2025-07-17,4,4209,Avión
V0299,EEUU,31,M,Lago Titicaca,Cusco,2025-02-22,3,1207,Bus
V0300,Argentina,62,M,Chan Chan,La Libertad,2025-02-18,5,1692,Auto
V0301,EEUU,47,M,Chan Chan,La Libertad,2025-04-21,3,586,Tren
V0302,Francia,63,M,Lago Titicaca,Lima,2025-03-26,3,2425,
V0303,Ecuador,33,F,Líneas de Nazca,Ica,2025-02-28,2,2945,Bus
V0304,Ecuador,60,F,Lago Titicaca,La Libertad,2025-06-22,4,1477,Auto
V0305,Brasil,36,M,Líneas de Nazca,Lima,2025-09-20,8,3123,Bus
V0306,Brasil,39,F,Amazonas,La Libertad,2025-08-05,5,1625,Tren
V0307,Perú,62,F,Amazonas,Lima,2025-11-23,4,2407,Avión
V0308,Chile,45,F,Machu Picchu,Loreto,2025-01-18,5,3465,Tren
V0309,Chile,22,F,Amazonas,Loreto,2025-11-25,8,556,Bus
V0310,España,34,F,Chan Chan,Cajamarca,2025-04-07,6,3574,Tren
V0311,Ecuador,25,M,Líneas de Nazca,Ica,2025-04-28,1,309,Bus
V0312,Ecuador,54,M,Caral,Ica,2025-08-15,10,1683,
V0313,Ecuador,45,F,Líneas de Nazca,Lima,2025-04-21,5,1737,
V0314,Colombia,29,F,Chan Chan,Cajamarca,2025-04-25,2,2428,Tren
V0315,EEUU,40,F,Líneas de Nazca,La Libertad,2025-02-02,9,4121,Bus
V0316,Brasil,26,M,Amazonas,La Libertad,2025-02-15,5,3774,Tren
V0317,España,37,M,Amazonas,Loreto,2025-07-15,8,4032,Auto
V0318,Perú,45,F,Amazonas,Puno,2025-11-24,8,2207,
V0319,Argentina,44,M,Amazonas,Puno,2025-10-06,1,2448,Auto
V0320,Ecuador,46,M,Líneas de Nazca,Puno,2025-04-22,3,2874,Auto
V0321,Francia,29,M,Cajamarca,Lima,2025-02-13,7,1201,Bus
V0322,España,34,F,Líneas de Nazca,La Libertad,2025-10-03,5,3048,
V0323,Brasil,51,M,Chan Chan,Lima,2025-01-15,1,1163,Bus
V0324,Ecuador,28,M,Lago Titicaca,La Libertad,2025-03-14,2,4258,
V0325,España,66,M,Caral,Ica,2025-02-05,6,3536,Avión
V0326,Argentina,30,F,Líneas de Nazca,Ica,2025-09-02,4,3448,Auto
V0327,Ecuador,30,M,Líneas de Nazca,Ica,2025-10-13,6,2446,Tren
V0328,Chile,18,F,Machu Picchu,Loreto,2025-01-25,6,3325,Bus
V0329,España,51,F,Machu Picchu,Lima,2025-11-12,2,2758,Tren
V0330,Colombia,60,F,Machu Picchu,Ica,2025-07-09,8,2789,Tren
V0331,España,24,M,Amazonas,La Libertad,2025-10-25,9,2392,Avión
V0332,Argentina,65,M,Chan Chan,Ica,2025-08-28,6,1567,Bus
V0333,Argentina,27,F,Líneas de Nazca,Cusco,2025-07-06,5,3003,Tren
V0334,Ecuador,54,M,Caral,Puno,2025-05-26,1,2817,Avión
V0335,Chile,23,F,Líneas de Nazca,Cusco,2025-08-06,8,4062,Avión
V0336,España,51,M,Líneas de Nazca,Ica,2025-05-02,6,1279,Auto
V0337,España,23,F,Lago Titicaca,Lima,2025-06-03,8,437,Auto
V0338,Colombia,64,F,Chan Chan,Lima,2025-11-14,8,4492,Bus
V0339,Francia,48,F,Chan Chan,Puno,2025-04-12,2,2430,Bus
V0340,Francia,52,M,Líneas de Nazca,Ica,2025-11-01,7,4259,Auto
V0341,España,64,M,Machu Picchu,Lima,2025-05-13,9,1301,
V0342,Colombia,29,F,Lago Titicaca,Puno,2025-05-14,4,4390,Bus
V0343,Colombia,43,F,Líneas de Nazca,Lima,2025-03-05,8,2980,Auto
V0344,Francia,39,M,Caral,Loreto,2025-10-20,10,928,
V0345,Chile,36,F,Machu Picchu,La Libertad,2025-02-13,8,1893,Tren
V0346,España,18,M,Caral,La Libertad,2025-11-22,9,4200,Bus
V0347,España,41,M,Cajamarca,Ica,2025-01-17,6,1444,
